43_no,43_requisitioner,43_set_ciat,43_ciat_lab_id,43_gene_bank_breeding_program_id,43_genus,43_species,43_tax_name,43_family,43_order,43_functional_group,43_dm_105_c,43_ash_dm,43_protein,43_adf,43_ndf,43_ch4_8h_percentage,43_ch4_24h_percentage,43_net_gas_8h,43_net_gas_24h_ml,43_gas_ml_g_dm_incubated_24h,43_dmd_truly_digestibility,43_part_fact,43_ch4_percentage_in_gas_8h,43_ch4_percentage_in_gas_24h,43_ch4_ml_g_dm_incubated_24h,43_ch4_ml_g_dmd_24h,43_ch4_ml_g_ndf_digested_in_24h,43_ch4_g_g_dm_incubated_24h,43_ch4_g_g_dmd_24h
6,Genetic bank,7,F24 3476,ABC-17024-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,92.53223803,8.23,24.6266959,32.03196846,58.23503518,14.16666667,20.36666667,28.59063493,50.4453851,108.9527843,40.13920631,3.696582257,14.16666667,16.84477229,18.45282315,46.29247607,-1508.615651,10.2416361,25.69312513
7,Genetic bank,7,F24 3477,ABC-17091-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,94.56155534,8.37,24.38060094,17.15303522,49.73373546,15.16666667,19.56666667,41.6690681,87.22233252,184.3698042,66.12018277,3.587848389,15.16666667,17.46518626,32.24818024,48.8310255,212.3035444,17.89829796,27.10206398
8,Genetic bank,7,F24 3478,ABC-17365-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,93.3869839,7.63,32.12201646,23.36870323,51.72327633,15.12222222,20.55555556,47.56911314,86.3864928,184.9019026,63.39266228,3.4282409,15.12222222,17.56359212,32.55389379,51.29126771,221.134009,18.06797427,28.46754097
9,Genetic bank,7,F24 3479,ABC-17451-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,91.64376079,19.475,22.34228589,20.07506852,49.14213417,12.8,18.66666667,35.57235489,68.15535363,148.6442517,62.06594378,4.178556047,12.8,15.6083839,23.24924617,37.55126549,223.0080787,12.90373386,20.84160202
10,Genetic bank,7,F24 3480,ABC-17775-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,94.3019828,10.725,16.04996893,26.03646082,54.96795705,15.25555556,22.24444444,45.40576329,83.23980211,176.4127547,59.08527975,3.349636216,15.25555556,18.42883333,32.55116454,55.21843108,244.4963595,18.06645949,30.64718459
11,Genetic bank,7,F24 3481,ABC-18016-1,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,93.22268986,7.685,24.15784219,28.11638345,56.38157902,14.23333333,17.78888889,31.78649266,61.95047293,132.8413117,50.30529106,3.799837916,14.23333333,15.96169036,21.31029695,42.47110245,612.9105464,11.8275835,23.57219665
12,Genetic bank,7,F24 3482,ABC-18044-1,Christia,sp.,Christia sp.,Fabaceae,Fabales,Climber,93.66689993,14.44,21.00012874,22.6938603,54.67917535,15.275,21.45,36.57106043,70.56085116,150.6181733,58.33057617,3.86828515,15.275,18.25242849,27.5163483,47.46914801,250.943088,15.27204937,26.34619841
13,Genetic bank,7,F24 3483,ABC-18288-1,Sesbania,exasperata,Sesbania exasperata,Fabaceae,Fabales,Shrub,92.91141465,8.89,23.18028169,27.95025006,51.10366055,14.9,19.2625,39.39201947,73.99025234,159.1885591,55.65877408,3.490208368,14.9,16.93850252,27.04252615,48.91039807,-1024.525887,15.00906988,27.14611713
14,Genetic bank,7,F24 3484,ABC-18447-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,92.93353323,7.5,29.41115131,26.19653597,54.05004759,14.51111111,20.05555556,45.20909512,80.38811368,172.8889696,55.28237032,3.197384639,14.51111111,16.92415425,29.33549193,53.01768122,361.7422913,16.28170555,29.42573034
15,Genetic bank,7,F24 3485,ABC-18455-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,93.2033983,14.45,21.77303294,22.27016756,52.42690104,15.41111111,21.56666667,40.1448898,81.32228748,174.410703,59.86128924,3.474604714,15.41111111,18.53525367,32.52086064,54.17824002,301.1595921,18.0496403,30.06986055
16,Genetic bank,7,F24 3486,ABC-18707-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,92.82607932,7.44,37.49811369,22.03122998,51.92656888,16.05555556,27.53333333,36.70319686,69.76803261,150.0261335,53.89347169,3.599766743,16.05555556,21.49290837,32.29752932,60.93822877,4102.071783,17.92568755,33.82177126
17,Genetic bank,7,F24 3487,ABC-18749-1,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,92.69753995,14.32,21.12793945,27.42442885,51.5288203,11.68888889,18.38888889,24.41143636,64.45799207,139.0021418,61.11639727,4.411682153,11.68888889,15.83999024,22.10810934,36.23158379,193.5185279,12.27038318,20.10915585
18,Genetic bank,7,F24 3488,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,Fabaceae,Fabales,Herbaceous,91.79702881,16.91,17.16342238,28.68680636,52.37107717,13.41111111,19.48888889,27.31229183,54.57541663,118.8264287,51.22777844,4.358522042,13.41111111,16.44899726,19.6214675,38.57825013,-51.20914107,10.89025393,21.41159627
19,Genetic bank,7,F24 3489,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,94.4269452,24.505,19.98876765,28.13229937,48.33421443,14.5,20.78888889,32.96650166,53.64124283,113.5768346,57.17478092,5.046628736,14.5,16.90408217,19.17268513,34.19370223,-169.4408514,10.64117195,18.97809632
20,Genetic bank,7,F24 3490,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,93.06534847,16.355,24.57881528,21.71893469,49.433281,15.2,19.87777778,32.72066645,59.29545266,127.3679706,49.61964804,3.908298048,15.2,17.29968002,22.10373007,44.90758167,203.3289091,12.26795261,24.92448477
21,Genetic bank,7,F24 3491,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,Fabaceae,Fabales,Shrub,93.53564287,10.785,28.55552953,19.07405185,61.08643903,14.05555556,18.91111111,30.95065294,58.90211632,125.8674503,49.75445109,3.946136629,14.05555556,16.35258888,20.54398093,42.05291578,293.0723069,11.40226485,23.34009582
22,Genetic bank,7,F24 3492,ABC-19038-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Shrub,90.17147475,16.035,23.78356078,17.61119084,47.64742547,14.77777778,20.31111111,33.9498425,69.37469627,153.7575949,63.37333215,4.151821402,14.77777778,17.60100147,27.10899845,43.52344366,-75.30165685,15.04596315,24.15626423
23,Genetic bank,7,F24 3493,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Climber,92.92035146,11.39,22.79950205,24.1800352,44.31262576,15.71111111,19.8,35.17901855,69.1780281,148.8150364,59.74408108,4.023900692,15.71111111,17.70156007,26.31078574,44.5012621,451.5573609,14.60294129,24.69897038
24,Genetic bank,7,F24 3494,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,92.25154138,10.385,19.49502682,34.90972739,57.93355379,15.47777778,20.77777778,32.37649716,61.45880251,133.1770565,48.76392929,3.664873404,15.47777778,17.95673284,23.88830215,49.23770162,435.9564632,13.25842098,27.32777626
25,Genetic bank,7,F24 3495,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,92.68536796,9.45,17.09154173,40.01004818,61.97315593,15.18888889,20.43333333,31.14732111,60.03295829,129.4665862,46.80620446,3.619681038,15.18888889,17.68167099,22.87158915,49.0114074,275.4913496,12.69412768,27.20217905
26,Genetic bank,7,F24 3496,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,93.45695735,11.985,17.81459969,36.71002423,62.07653936,15.91111111,21.25555556,34.58901405,62.24547518,133.1235384,49.89865333,3.747817562,15.91111111,18.2772741,24.33936038,49.18474562,252.1385129,13.50876611,27.29838477
27,Genetic bank,7,F24 3497,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,93.12740464,11.81,17.49348196,35.05733935,55.15014717,15.61111111,21.24444444,36.85069798,65.88383629,141.4266223,48.22693495,3.41964342,15.61111111,18.05942482,25.58822172,55.11822116,-223.9221318,14.20190576,30.59156635
28,Genetic bank,7,F24 3498,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,93.77186844,10.965,18.129116,33.34237695,57.06964178,15.31111111,20.44444444,37.39153544,67.89968501,144.7248285,53.19525116,3.678006425,15.31111111,17.59155113,25.49114839,48.4905984,578.7912732,14.14802838,26.91312105
29,Genetic bank,7,F24 3499,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,92.69072086,11.37,21.31731707,32.53670505,54.0327314,15.25555556,20.37777778,34.14651067,62.58964447,134.9801042,54.86301277,4.070434715,15.25555556,17.55272699,23.69060074,43.21309733,290.6901146,13.14869328,23.98401665
30,Genetic bank,7,F24 3500,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,94.60553889,12.045,18.53940369,35.03283324,58.30815457,14.24444444,20.63333333,30.60648365,56.93543464,120.2764912,52.41257244,4.367971182,14.24444444,17.19704331,20.77012478,39.74486426,239.1407372,11.5277786,22.05908729
31,LMF,7,F25 0017,Hohenheimer Heustandard,,,Hohenheimer Heustandard,,,,91.33303174,0,0,0,0,16.35,19.38333333,23.41580375,45.98347604,201.0313378,58.70333163,2.930776128,16.35,17.83379733,35.61295241,60.80011084,#DIV/0!,19.76580473,33.74511342
32,LMF,7,F25 0018,Homenheim Concentrate,,,Homenheim Concentrate,,,,89.69309597,0,0,0,0,16.7125,21.8625,30.19163673,53.81025453,239.6499323,68.49711621,2.859406363,16.7125,18.92702289,45.37236798,66.35879129,#DIV/0!,25.18244922,36.83027724
33,LMF,7,F25 0019,Sample 8,,,Cynodon nlemfuensis ,,,,93.73093584,11.41385651,0,0,0,15.7,18.51666667,22.16204418,55.71855035,118.7929398,42.56465268,3.593189845,15.7,17.39789396,20.56287681,48.2743702,#DIV/0!,11.41275239,26.79311066
34,LMF,8,F25 0772,ICARDA 165563,Trifolium ,pratense,Trifolium pratense,Fabaceae,Fabales,Legume,90.56425487,11.41385651,#DIV/0!,0,0,13.83333333,18.66666667,40.12030628,82.12125191,181.2543508,61.79266752,3.411776062,13.83333333,16.30806784,29.54862025,47.83884872,#DIV/0!,16.39999546,26.5513887
35,LMF,8,F25 0783,ICARDA J8,Daucus ,carota,Daucus carota,Fabaceae,Fabales,Herbaceous,90.88455772,0,#DIV/0!,0,0,8.966666667,15.4,42.92282767,87.43129245,192.2336651,77.74880032,4.045189411,8.966666667,12.24086267,23.5295371,30.2739645,#DIV/0!,13.05930018,16.80257407
36,LMF,8,F25 0784,ICARDA J9,Fumaria , bracteosa,Fumaria bracteosa,Fabaceae,Fabales,Herbaceous,92.62184602,0,#DIV/0!,0,0,8.7,14.66666667,35.40027024,73.71368773,159.0961467,62.61154387,3.936776518,8.7,11.8008964,18.77540164,30.04896103,#DIV/0!,10.42067274,16.67769325
37,LMF,8,F25 0788,ICARDA J13,Cichorium ,pumilum,Cichorium pumilum,Fabaceae,Fabales,Herbaceous,90.75825528,0,#DIV/0!,0,0,12.8,16.43333333,47.34786145,89.20130596,196.4775305,73.92007199,3.762826064,12.8,14.50320894,28.4951596,38.58236183,#DIV/0!,15.81530658,21.41387833
38,LMF,8,F25 0813,ICARDA T216003,Rhus ,tripartita (Ucria) Grande,Rhus tripartita (Ucria) Grande,Fabaceae,Fabales,Shrub,93.54532447,0,#DIV/0!,0,0,9.366666667,11.8,31.56524097,52.91602896,113.0431023,37.28394212,3.292126074,9.366666667,10.34913655,11.69565892,31.72102305,#DIV/0!,6.491293049,17.6057166
39,LMF,8,F25 0820,ICARDA T216010,Retama ,raetam (Forssk.) Webb.,Retama raetam (Forssk.) Webb.,Fabaceae,Fabales,Shrub,93.71125775,0,#DIV/0!,0,0,12.9,16.7,31.56524097,61.61859539,131.4456734,46.12219897,3.509027143,12.9,14.75343984,19.39362358,42.05835279,#DIV/0!,10.76379662,23.34311345
40,LMF,8,F25 0823,ILRI 6529 2 119707,Labalab , purpureues,Labalab purpureues,Fabaceae,Fabales,Legume,91.25305991,0,#DIV/0!,0,0,14.3,18.03333333,42.62782542,85.51377781,187.3081572,58.46824317,3.117707871,14.3,16.17201822,30.28896198,52.52012015,#DIV/0!,16.81089793,29.14957534
41,LMF,8,F25 0824,ILRI 10925 3 119708,Arachis , glabrata,Arachis glabrata,Fabaceae,Fabales,Legume,89.92902779,0,#DIV/0!,0,0,13.46666667,18.3,44.39783893,88.3162992,196.3084593,65.31712695,3.327858814,13.46666667,15.86976253,31.15511298,47.7107113,#DIV/0!,17.29162672,26.48027022
42,LMF,8,F25 0825,ILRI 6984 4 119709,Medicago ,sativa,Medicago sativa,Fabaceae,Fabales,Legume,90.28742629,0,#DIV/0!,0,0,15,19.23333333,37.76028826,75.18869899,166.4095574,58.0440314,3.486537268,15,17.11417944,28.47707015,49.1474543,#DIV/0!,15.80526661,27.27768744
43,LMF,8,F25 0837,ILRI 10920 16 119721,Arachis , pintoi,Arachis pintoi,Fabaceae,Fabales,Legume,90.69733371,0,#DIV/0!,0,0,12.6,17.8,42.03782091,90.82381834,200.0653414,69.03604092,3.451080382,12.6,15.39178087,30.7938065,44.62668555,#DIV/0!,17.09109537,24.76858257
44,LMF,8,F25 0839,ILRI 7049 18 119723,Trifolium repens, repens,Trifolium repens,Fabaceae,Fabales,Legume,88.91942862,0,#DIV/0!,0,0,14.25,19,43.21782992,90.01256215,202.315462,75.71455931,3.747105226,14.25,16.72183103,33.82692401,44.71547897,#DIV/0!,18.77452806,24.81786445
45,LMF,8,F25 0873,ILRI 7384 52 120169,Chloris gayana, gayana,Chloris gayana,Poaceae,Poales,Grass,90.91725624,0,#DIV/0!,0,0,11.15,18.6,30.38523196,73.41868547,159.3574153,53.3987338,3.352547781,11.15,15.5167666,24.72849302,46.37144229,#DIV/0!,13.72474145,25.73695274
46,LMF,8,F25 0904,CIAT ABC 22752 1,Labalab , purpureues,Labalab purpureues,Fabaceae,Fabales,Legume,91.28891722,0,#DIV/0!,0,0,13.23333333,18.03333333,51.18289073,86.25128344,190.3217432,71.48225689,3.755789412,13.23333333,15.18575561,28.89449638,40.63864284,#DIV/0!,16.0369454,22.55514987
47,LMF,8,F25 0913,CIAT ABC 1853 1,Stylosanthes , guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,92.7875256,0,#DIV/0!,0,0,12.33333333,17.26666667,42.18532204,86.10378231,186.5706075,63.99147939,3.431986504,12.33333333,14.85009398,27.70474808,43.710052,#DIV/0!,15.37661451,24.25983509
48,LMF,8,F25 0914,CIAT ABC 10625 1,Stylosanthes, scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,91.77246826,0,#DIV/0!,0,0,12.83333333,17.43333333,42.92282767,85.51377781,184.8731369,58.39069546,3.162046476,12.83333333,15.1243367,27.95829876,48.75969781,#DIV/0!,15.51733952,27.06247588
49,LMF,8,F25 0926,CIAT ABC 6818 1,Panicum , maximum,Panicum maximum,Poaceae,Poales,Grass,92.08816615,0,#DIV/0!,0,0,13.1,20.15,34.36776236,74.08244054,162.0395152,59.12003454,3.648432295,13.1,16.88060995,27.35199858,46.26869201,#DIV/0!,15.18083243,25.67992456
50,LMF,8,F25 0845,ILRI 21682 24 119729,Leucaena, pallida,Leucaena pallida,Fabaceae,Fabales,Tree,89.7410259,0,#DIV/0!,0,0,10.06666667,15.63333333,28.9102207,44.50846478,97.83810293,33.45330681,3.419537785,10.06666667,12.0152497,11.74954311,35.26129841,#DIV/0!,6.521199704,19.57063068
51,LMF,8,F25 0848,ILRI 2273 27 119732,Trifolium ,burchellianum,Trifolium burchellianum,Fabaceae,Fabales,Herbaceous,91.10044896,0,#DIV/0!,0,0,10.13333333,18.1,28.9102207,37.57591185,82.27930497,49.88559116,6.066469196,10.13333333,11.96999704,9.851363772,19.75895044,#DIV/0!,5.467677332,10.96655934
52,LMF,8,F25 0861,ILRI 14539 40 119745,Centrosema , virginianum,Centrosema virginianum,Fabaceae,Fabales,Legume,92.16470118,0,#DIV/0!,0,0,13.7,16.66666667,39.38280065,68.10864494,146.6980929,44.27162817,3.018912946,13.7,14.95016962,21.93276639,49.75596419,#DIV/0!,12.17306481,27.61542096
53,LMF,8,F25 0868,ILRI 70 47 120164,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,92.44302871,0,#DIV/0!,0,0,11.8,18.06666667,34.07276011,55.86605148,121.6920329,36.8783641,3.02637073,11.8,14.24345477,17.33077303,48.94064312,#DIV/0!,9.618878871,27.16290365
54,LMF,8,F25 0908,CIAT ABC 22192 1,Leucaena ,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,91.38301193,0,#DIV/0!,0,0,10.4,15.83333333,21.5351644,34.33088708,75.3146249,36.19748315,4.814447138,10.4,12.42362862,9.349947562,25.85993537,#VALUE!,5.189382661,14.35271153
55,LMF,8,F25 0017,Hohenheimer Heustandard,,,Hohenheimer Heustandard,,,,91.33303174,0,#DIV/0!,33.26417023,0,14.86666667,17.43333333,20.50265652,43.62345802,190.840012,47.90228895,2.52413858,14.86666667,16.20689288,30.86983105,64.41483268,#DIV/0!,17.13329031,35.75134658
56,LMF,8,F25 0018,Homenheim Concentrate,,,Homenheim Concentrate,,,,89.69309597,0,#DIV/0!,34.08999266,0,14.53333333,17.8,28.17271507,55.71855035,248.0234833,59.10667117,2.382089242,14.53333333,16.14714054,40.05091123,68.05510679,#DIV/0!,22.22894865,37.77176169
57,LMF,8,F25 0019,Sample 8,,,Cynodon nlemfuensis ,,,,93.73093584,11.41385651,#DIV/0!,33.64597712,0,13.6,17.16666667,20.35515539,53.65353459,114.4079225,34.22352862,2.991528192,13.6,15.81317587,18.09129353,52.99326532,#DIV/0!,10.04098091,29.41217909
58,Breeding,9,F25 0990,ABC-PM21_0053,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,95.80083983,11.41385651,14.92263771,32.65995062,67.93183843,14.63333333,17.97777778,34.66276461,72.77951393,151.8855859,51.4298638,3.387919033,14.63333333,16.41263989,24.92902919,49.0358581,141.0925903,13.8360425,27.21574961
59,Breeding,9,F25 0991,ABC-PM21_3550,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.67566487,14.27167899,14.63694296,30.13686542,69.1807804,14.62222222,18.52222222,32.84358406,66.14196326,136.7744616,45.10749452,3.297505362,14.62222222,16.61355639,22.7156698,50.75888998,172.8412732,12.60758974,28.17206212
60,Breeding,9,F25 0992,ABC-PM21_3595,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,95.88144873,16.60842131,14.25983492,30.86053506,68.73254854,14.84444444,17.5,31.9585773,67.27280522,140.2727746,45.28896068,3.226608463,14.84444444,16.26000418,22.80438993,50.5653913,170.2609648,12.65683095,28.06466701
61,Breeding,9,F25 0993,ABC-PM21_0086,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,97.47142219,15.36018425,14.80638782,31.01613067,67.37598947,14.82222222,18.31111111,34.85943278,69.2394869,141.9670013,45.62389359,3.212465425,14.82222222,16.58857554,23.54817072,51.772727,189.5762781,13.06964216,28.73475921
62,Breeding,9,F25 0994,ABC-CIAT_16048,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,97.56082966,15.2774384,17.3378444,31.99715999,67.10207687,15.2375,18.125,35.25276912,69.05357403,141.4822841,48.5017786,3.4258955,15.2375,16.66818632,23.58086076,48.72049657,155.096404,13.0877857,27.04071851
63,Breeding,9,F25 0995,ABC-PM21_0185,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.48588277,13.88457253,16.72567444,27.90094408,66.83112433,14.36666667,18.58888889,34.7610987,69.19031986,143.3276451,46.89438535,3.288400289,14.36666667,16.49528964,23.63218462,50.84087196,195.9168933,13.11627133,28.21756354
64,Breeding,9,F25 0996,ABC-PM21_0215,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,95.59088182,13.71195482,15.16078345,30.24515529,67.2344246,14.64444444,18.24444444,33.72859082,71.20616858,148.9177628,47.28540471,3.17716547,14.64444444,16.56300975,24.6609132,52.3809324,178.2327217,13.68723349,29.07232373
65,Breeding,9,F25 0997,ABC-CIAT_16051,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.15135501,13.97827277,14.91332159,31.61010586,68.2189537,14.93333333,18.82222222,35.25276912,69.48532211,144.4044137,45.79254473,3.173433806,14.93333333,16.88705555,24.38480144,53.86862454,212.2122535,13.53398668,29.8980186
66,Breeding,9,F25 0998,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.34700339,15.44086948,18.29048196,31.99374341,67.46820868,15.07777778,18.53555556,32.20441251,64.81445312,134.4578026,45.88549124,3.469976502,15.07777778,16.83956325,22.64069243,50.45910292,-490.2729515,12.56597601,28.00567512
67,Breeding,9,F25 0999,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,97.38068626,13.45926704,14.78131999,30.38588054,70.03250777,14.58888889,17.78888889,37.36695192,75.0903649,154.0803041,53.76496459,3.484731874,14.58888889,16.21580531,24.98549802,47.30890563,115.7304904,13.86738368,26.25726112
68,Breeding,9,F25 1000,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,94.90703719,15.42471957,16.15211492,32.19080267,67.60458566,14.88888889,18.58888889,35.20360208,71.79617309,151.2072526,47.61255557,3.156576517,14.88888889,16.80720896,25.41574725,56.00261959,81.02614344,14.10617944,31.08242278
69,Breeding,9,F25 1001,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.16595925,12.31936474,15.86572264,34.27013017,71.38638313,14.33333333,17.82222222,34.66276461,73.91035589,153.6591981,52.75161102,3.433670933,14.33333333,16.2074155,24.90808024,47.37954496,104.9527281,13.82441547,26.29646717
70,Breeding,9,F25 1002,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,95.66649521,16.6457702,14.2420424,34.5406945,67.33885028,14.12888889,17.58888889,33.58108969,67.81364269,141.6644168,49.70872953,3.510333232,14.12888889,15.906073,22.53006771,45.83451293,152.5872948,12.50457737,25.43894766
71,Breeding,9,F25 1003,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,95.43591282,14.13231366,15.40599,31.81079165,65.12700898,14.21111111,17.98888889,33.8269249,70.07532662,146.8073252,50.40702183,3.43273609,14.21111111,16.19808552,23.78028066,47.42745889,164.1455321,13.19846719,26.32306023
72,Breeding,9,F25 1004,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.14097667,12.80091692,14.53670485,32.66650116,70.17727731,14.55555556,17.85555556,29.69689337,65.69945988,136.6369764,42.71958994,3.130122789,14.55555556,16.39186548,22.39118558,52.89148753,199.6664565,12.42749539,29.35569065
73,Breeding,9,F25 1005,ABC-CIAT_6799,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.01124357,12.65618459,13.54429904,33.69825288,71.54773333,14.92222222,17.13333333,26.99270606,64.22444862,133.680024,42.10281223,3.145257568,14.92222222,16.22480105,21.69107141,51.97056865,175.5467318,12.03891991,28.84456475
74,Breeding,9,F25 1006,ABC-PM21_0055,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.30167473,13.33227816,16.4819727,31.62422417,65.67783936,14.15555556,18.23333333,32.59774885,67.56780748,140.3026688,46.40256674,3.318117674,14.15555556,16.29612344,22.85898932,49.42973751,197.0687694,12.68713456,27.4343595
75,Breeding,9,F25 1007,ABC-PM21_6529,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.55621386,14.92388537,12.68034511,30.14537777,68.17657505,14.16666667,17.53333333,30.63106717,65.84696101,136.314833,46.8123648,3.436699247,14.16666667,15.98969473,21.81539717,46.71627074,165.2034583,12.10792286,25.9283385
76,Breeding,9,F25 1008,ABC-PM21_0047,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,96.13019148,14.93213407,14.14910959,32.29175037,65.85180487,14.43333333,17.68888889,35.10526799,72.43534463,150.6208465,48.46079701,3.20345735,14.43333333,16.13833505,24.31287724,50.93165128,-90.29756646,13.49406751,28.26794763
