40nutrition_no,40nutrition_date,40nutrition_requisitioner,40nutrition_set_ciat,40nutrition_sample_id,40nutrition_gene_bank_breeding_program_id,40nutrition_genus,40nutrition_species,40nutrition_tax_name,40nutrition_dm_percentage,40nutrition_av_dm_105,40nutrition_ash_dm,40nutrition_av_ash_percentage,40nutrition_om_percentage,40nutrition_om_percentage,40nutrition_pc_percentage_dm,40nutrition_av_pc_percentage,40nutrition_adf_percentage_dm,40nutrition_av_adf_percentage_dm,40nutrition_ndf_percentage_dm,40nutrition_av_ndf_percentage_dm
276,28-02-2025,Breeding,9,F25 0997,ABC-CIAT_16051,Megathyrsus ,maximus,Megathyrsus maximus,96.31110667,,14.03615291,,85.96384709,,14.8674968,,32.38095659,,68.26430601,
277,28-02-2025,Breeding,9,F25 0998,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,96.23188406,96.34700339,15.38458715,15.44086948,84.61541285,84.55913052,18.25157098,18.29048196,32.95488054,31.99374341,67.99010871,67.46820868
278,28-02-2025,Breeding,9,F25 0998,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,96.46212273,,15.4971518,,84.5028482,,18.32939294,,31.03260627,,66.94630865,
279,28-02-2025,Breeding,9,F25 0999,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,97.17113155,97.38068626,13.43671584,13.45926704,86.56328416,86.54073296,14.74815432,14.78131999,30.42779577,30.38588054,70.47290392,70.03250777
280,28-02-2025,Breeding,9,F25 0999,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,97.59024098,,13.48181825,,86.51818175,,14.81448566,,30.3439653,,69.59211162,
281,28-02-2025,Breeding,9,F25 1000,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,94.86205518,94.90703719,15.38785613,15.42471957,84.61214387,84.57528043,16.17987857,16.15211492,32.38276338,32.19080267,66.29959502,67.60458566
282,28-02-2025,Breeding,9,F25 1000,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,94.95201919,,15.46158302,,84.53841698,,16.12435126,,31.99884195,,68.90957631,
283,28-02-2025,Breeding,9,F25 1001,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,96.18076385,96.16595925,12.257604,12.31936474,87.742396,87.68063526,15.95943204,15.86572264,34.22487194,34.27013017,72.59324657,71.38638313
284,28-02-2025,Breeding,9,F25 1001,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,96.15115465,,12.38112547,,87.61887453,,15.77201324,,34.31538841,,70.17951969,
285,28-02-2025,Breeding,9,F25 1002,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,95.58044196,95.66649521,16.63948086,16.6457702,83.36051914,83.3542298,14.34328359,14.2420424,34.63058061,34.5406945,67.43302037,67.33885028
286,28-02-2025,Breeding,9,F25 1002,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,95.75254847,,16.65205953,,83.34794047,,14.14080122,,34.45080839,,67.24468019,
287,28-02-2025,Breeding,9,F25 1003,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,95.44091182,95.43591282,14.00659997,14.13231366,85.99340003,85.86768634,15.22455413,15.40599,32.18770122,31.81079165,65.50460292,65.12700898
288,28-02-2025,Breeding,9,F25 1003,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,95.43091382,,14.25802734,,85.74197266,,15.58742586,,31.43388207,,64.74941504,
289,28-02-2025,Breeding,9,F25 1004,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,96.06157537,96.14097667,12.77819967,12.80091692,87.22180033,87.19908308,14.59080653,14.53670485,32.8855697,32.66650116,69.88245799,70.17727731
290,28-02-2025,Breeding,9,F25 1004,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,96.22037796,,12.82363416,,87.17636584,,14.48260316,,32.44743262,,70.47209663,
291,28-02-2025,Breeding,9,F25 1005,ABC-CIAT_6799,Megathyrsus ,maximus,Megathyrsus maximus,96.48070386,96.01124357,12.7147176,12.65618459,87.2852824,87.34381541,13.53725897,13.54429904,33.72138703,33.69825288,71.71790917,71.54773333
292,28-02-2025,Breeding,9,F25 1005,ABC-CIAT_6799,Megathyrsus ,maximus,Megathyrsus maximus,95.54178329,,12.59765157,,87.40234843,,13.55133911,,33.67511874,,71.3775575,
293,28-02-2025,Breeding,9,F25 1006,ABC-PM21_0055,Megathyrsus ,maximus,Megathyrsus maximus,96.09195402,96.30167473,13.64818247,13.33227816,86.35181753,86.66772184,16.61401948,16.4819727,31.83297629,31.62422417,65.81278849,65.67783936
294,28-02-2025,Breeding,9,F25 1006,ABC-PM21_0055,Megathyrsus ,maximus,Megathyrsus maximus,96.51139544,,13.01637385,,86.98362615,,16.34992592,,31.41547205,,65.54289024,
295,28-02-2025,Breeding,9,F25 1007,ABC-PM21_6529,Megathyrsus ,maximus,Megathyrsus maximus,96.59034097,96.55621386,14.84996726,14.92388537,85.15003274,85.07611463,12.65050808,12.68034511,30.39390062,30.14537777,68.25706692,68.17657505
296,28-02-2025,Breeding,9,F25 1007,ABC-PM21_6529,Megathyrsus ,maximus,Megathyrsus maximus,96.52208675,,14.99780349,,85.00219651,,12.71018213,,29.89685493,,68.09608318,
297,28-02-2025,Breeding,9,F25 1008,ABC-PM21_0047,Megathyrsus ,maximus,Megathyrsus maximus,96.09,96.13019148,15.07330816,14.93213407,84.92669184,85.06786593,14.15671899,14.14910959,32.59629299,32.29175037,65.76547247,65.85180487
298,28-02-2025,Breeding,9,F25 1008,ABC-PM21_0047,Megathyrsus ,maximus,Megathyrsus maximus,96.17038296,,14.79095997,,85.20904003,,14.14150019,,31.98720776,,65.93813728,
299,28-02-2025,Breeding,9,F25 1009,ABC-PM21_2195,Megathyrsus ,maximus,Megathyrsus maximus,97.01149425,96.99650175,14.12746664,13.99866042,85.87253336,86.00133958,15.47973651,15.4919462,30.67720851,30.71226819,67.56643306,67.21269134
300,28-02-2025,Breeding,9,F25 1009,ABC-PM21_2195,Megathyrsus ,maximus,Megathyrsus maximus,96.98150925,,13.86985419,,86.13014581,,15.50415588,,30.74732786,,66.85894962,
301,28-02-2025,Breeding,9,F25 1010,ABC-PM21_2627,Megathyrsus ,maximus,Megathyrsus maximus,97.25027497,97.37051387,14.80793063,14.90398649,85.19206937,85.09601351,17.32019145,17.29271543,33.60157216,33.54419935,66.28355195,65.78624543
302,28-02-2025,Breeding,9,F25 1010,ABC-PM21_2627,Megathyrsus ,maximus,Megathyrsus maximus,97.49075277,,15.00004235,,84.99995765,,17.2652394,,33.48682654,,65.28893892,
303,28-02-2025,Breeding,9,F25 1011,ABC-PM21_0059,Megathyrsus ,maximus,Megathyrsus maximus,97.47025297,97.53036744,14.00449367,14.03454709,85.99550633,85.96545291,16.6753137,16.70851284,31.69248342,31.69637596,65.75007251,65.4591281
304,28-02-2025,Breeding,9,F25 1011,ABC-PM21_0059,Megathyrsus ,maximus,Megathyrsus maximus,97.5904819,,14.0646005,,85.9353995,,16.74171199,,31.70026851,,65.1681837,
305,28-02-2025,Breeding,9,F25 1012,ABC-PM21_3522,Megathyrsus ,maximus,Megathyrsus maximus,97.04118353,97.17612955,14.40106979,14.59651288,85.59893021,85.40348712,13.19408879,13.12453464,24.69167246,24.90305717,66.26299639,66.46570475
306,28-02-2025,Breeding,9,F25 1012,ABC-PM21_3522,Megathyrsus ,maximus,Megathyrsus maximus,97.31107557,,14.79195597,,85.20804403,,13.05498049,,25.11444188,,66.66841311,
307,28-02-2025,Breeding,9,F25 1013,ABC-PM21_0062,Megathyrsus ,maximus,Megathyrsus maximus,98.04078369,98.12048183,17.22702375,15.74178972,82.77297625,84.25821028,13.54174136,13.4700851,24.39715579,24.4222486,67.9411322,67.94162001
308,28-02-2025,Breeding,9,F25 1013,ABC-PM21_0062,Megathyrsus ,maximus,Megathyrsus maximus,98.20017998,,14.25655569,,85.74344431,,13.39842885,,24.44734141,,67.94210782,
309,28-02-2025,Breeding,9,F25 1014,ABC-PM21_0906,Megathyrsus ,maximus,Megathyrsus maximus,97.30134933,97.40642121,15.21726034,15.32423106,84.78273966,84.67576894,14.75111841,14.66534725,19.40217094,19.49710017,67.25501918,67.20085773
310,28-02-2025,Breeding,9,F25 1014,ABC-PM21_0906,Megathyrsus ,maximus,Megathyrsus maximus,97.5114931,,15.43120179,,84.56879821,,14.5795761,,19.59202941,,67.14669629,
311,28-02-2025,Genetic bank,9,F24 3501,ABC-19213-1,Clitoria,ternatea,Clitoria ternatea,93.79,93.84,13.28,11.79,86.72,88.21,31.12,31.12,37.91203528,37.55754652,51.09922823,51.31080464
312,28-02-2025,Genetic bank,9,F24 3501,ABC-19213-1,Clitoria,ternatea,Clitoria ternatea,93.89,,10.3,,89.7,,31.12,,37.20305777,,51.52238104,
313,28-02-2025,Genetic bank,9,F24 3502,ABC-19421-1,Uraria,lagopodioides,Uraria lagopodioides,93.99,94.09,18.93,18.675,81.07,81.325,20.04,20.04,27.8491901,27.79536475,45.25680517,46.04271357
314,28-02-2025,Genetic bank,9,F24 3502,ABC-19421-1,Uraria,lagopodioides,Uraria lagopodioides,94.19,,18.42,,81.58,,20.04,,27.7415394,,46.82862197,
315,28-02-2025,Genetic bank,9,F24 3503,ABC-19566-1,Tephrosia,noctiflora,Tephrosia noctiflora,95.26,93.745,14.16,12.425,85.84,87.575,25.36,25.36,19.4,19.495,43.99759588,42.59773976
316,28-02-2025,Genetic bank,9,F24 3503,ABC-19566-1,Tephrosia,noctiflora,Tephrosia noctiflora,92.23,,10.69,,89.31,,25.36,,19.59,,41.19788364,
317,28-02-2025,Genetic bank,9,F24 3504,ABC-19667-1,Indigofera,hirsuta,Indigofera hirsuta,92.42,92.42,9.94,9.955,90.06,90.045,26,26,37.91,37.555,50.60512241,50.52940068
318,28-02-2025,Genetic bank,9,F24 3504,ABC-19667-1,Indigofera,hirsuta,Indigofera hirsuta,92.42,,9.97,,90.03,,26,,37.2,,50.45367896,
319,28-02-2025,Genetic bank,9,F24 3505,ABC-19673-1,Alysicarpus,rugosus,Alysicarpus rugosus,92.5,92.51,11.78,11.98,88.22,88.02,25.41,25.41,27.85,27.795,53.11875455,53.07571035
320,28-02-2025,Genetic bank,9,F24 3505,ABC-19673-1,Alysicarpus,rugosus,Alysicarpus rugosus,92.52,,12.18,,87.82,,25.41,,27.74,,53.03266615,
321,45754,Genetic bank,10,F24-3506,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,93.29,93.355,11.32941805,11.41385651,88.67058195,88.58614349,25.26,25.26,25.07,25.71,61.34412539,62.05894102
322,45754,Genetic bank,10,F24-3506,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,93.42,,11.49829497,,88.50170503,,25.26,,26.35,,62.77375665,
323,45754,Genetic bank,10,F24-3507,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,94.33,94.365,12.9,12.87,87.1,87.13,24.07,24.07,16.35,16.585,51.228562,50.41174401
324,45754,Genetic bank,10,F24-3507,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,94.4,,12.84,,87.16,,24.07,,16.82,,49.59492601,
325,45754,Genetic bank,10,F24-3508,ABC-20113-1,Canavalia ,sp.,Canavalia sp.,94.63,94.64,15.68,15.79,84.32,84.21,18.07,18.07,15.88,15.925,49.77840953,48.42732425
326,45754,Genetic bank,10,F24-3508,ABC-20113-1,Canavalia ,sp.,Canavalia sp.,94.65,,15.9,,84.1,,18.07,,15.97,,47.07623896,
327,45754,Genetic bank,10,F24-3509,ABC-20125-1,Coursetia ,caribaea,Coursetia caribaea,93.47,93.495,13.36,13.235,86.64,86.765,20.44,20.44,18.15,18.085,43.96964902,44.2288339
328,45754,Genetic bank,10,F24-3509,ABC-20125-1,Coursetia ,caribaea,Coursetia caribaea,93.52,,13.11,,86.89,,20.44,,18.02,,44.48801878,
329,45754,Genetic bank,10,F24-3510,ABC-20298-1,Canavalia ,sp.,Canavalia sp.,93.6,93.665,15.66,16.19,84.34,83.81,22.85,22.85,21.47,21.715,42.63122741,43.09103349
330,45754,Genetic bank,10,F24-3510,ABC-20298-1,Canavalia ,sp.,Canavalia sp.,93.73,,16.72,,83.28,,22.85,,21.96,,43.55083958,
331,45754,Genetic bank,10,F24-3511,ABC-20305-1,Canavalia ,sp.,Canavalia sp.,93.5,93.545,18.84,18.34,81.16,81.66,23.35,23.35,23.93,19.375,40.87592951,39.69699346
332,45754,Genetic bank,10,F24-3511,ABC-20305-1,Canavalia ,sp.,Canavalia sp.,93.59,,17.84,,82.16,,23.35,,14.82,,38.51805742,
333,45754,Genetic bank,10,F24-3512,ABC-20803-1,Canavalia ,sp.,Canavalia sp.,93.31,93.375,15.51,15.935,84.49,84.065,22.07,22.07,14.08,15.58,50.98866177,49.53319645
334,45754,Genetic bank,10,F24-3512,ABC-20803-1,Canavalia ,sp.,Canavalia sp.,93.44,,16.36,,83.64,,22.07,,17.08,,48.07773113,
335,45754,Genetic bank,10,F24-3513,ABC-21031-1,Christia ,obcordata,Christia obcordata,94.03,94.065,20.38,19.67,79.62,80.33,20.42,20.42,8.69,8.94,45.68423306,46.57256845
336,45754,Genetic bank,10,F24-3513,ABC-21031-1,Christia ,obcordata,Christia obcordata,94.1,,18.96,,81.04,,20.42,,9.19,,47.46090383,
337,45754,Genetic bank,10,F24-3514,ABC-21128-1,Crotalaria,pallida,Crotalaria pallida,93.45,93.46,8.52,10.345,91.48,89.655,29.38,29.38,36.43,36.545,54.46115777,43.83586534
338,45754,Genetic bank,10,F24-3514,ABC-21128-1,Crotalaria,pallida,Crotalaria pallida,93.47,,12.17,,87.83,,29.38,,36.66,,33.21057291,
339,45754,Genetic bank,10,F24-3515,ABC-21212-1,Canavalia ,sp.,Canavalia sp.,93.66,93.67,16.13,14.995,83.87,85.005,23.03,22.98,21.46,20.77,31.85832415,39.81578459
340,45754,Genetic bank,10,F24-3515,ABC-21212-1,Canavalia ,sp.,Canavalia sp.,93.68,,13.86,,86.14,,22.93,,20.08,,47.77324504,
341,45754,Genetic bank,10,F24-3516,ABC-21263-1,Sesbania,rostrata,Sesbania rostrata,92.54,92.58,12.14,13.365,87.86,86.635,25.01,25.01,15.29,15.325,41.7059865,40.69445959
342,45754,Genetic bank,10,F24-3516,ABC-21263-1,Sesbania,rostrata,Sesbania rostrata,92.62,,14.59,,85.41,,25.01,,15.36,,39.68293269,
343,45754,Genetic bank,10,F24-3517,ABC-21514-1,Desmanthus ,virgatus,Desmanthus virgatus,93.6,93.55,10.8,9.915,89.2,90.085,23.25,23.25,14.72,15.23,54.76079796,55.94515835
344,45754,Genetic bank,10,F24-3517,ABC-21514-1,Desmanthus ,virgatus,Desmanthus virgatus,93.5,,9.03,,90.97,,23.25,,15.74,,57.12951874,
345,45754,Genetic bank,10,F24-3518,ABC-21565-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,92.59,92.64,7.83,7.89,92.17,92.11,19.59,19.59,33.67,33.72,60.30470265,58.2973873
346,45754,Genetic bank,10,F24-3518,ABC-21565-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,92.69,,7.95,,92.05,,19.59,,33.77,,56.29007195,
347,45754,Genetic bank,10,F24-3519,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,92.1,92.165,16.79,16.8,83.21,83.2,25.97,25.97,23.82,23.18,41.62168055,43.05742015
348,45754,Genetic bank,10,F24-3519,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,92.23,,16.81,,83.19,,25.97,,22.54,,44.49315976,
349,45754,Genetic bank,10,F24-3520,ABC-22286-1,Crotalaria,micans,Crotalaria micans,93.56,93.585,10.41,10.405,89.59,89.595,25.3,25.3,24.8,24.475,42.0538243,43.5874985
350,45754,Genetic bank,10,F24-3520,ABC-22286-1,Crotalaria,micans,Crotalaria micans,93.61,,10.4,,89.6,,25.3,,24.15,,45.12117269,
351,45754,Genetic bank,10,F24-3521,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,94.07,94.16,12.37,12.425,87.63,87.575,17.41,17.41,32.45,31.675,63.34684235,64.14768061
352,45754,Genetic bank,10,F24-3521,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,94.25,,12.48,,87.52,,17.41,,30.9,,64.94851887,
353,45754,Genetic bank,10,F24-3522,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,91.91,91.97,10.32,10.46,89.68,89.54,31.18,31.18,25.71,26.64,60.12270719,61.9555076
354,45754,Genetic bank,10,F24-3522,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,92.03,,10.6,,89.4,,31.18,,27.57,,63.78830801,
355,45754,Genetic bank,10,F24-3523,ABC-22520-1,Arachis,pusilla,Arachis pusilla,92.97,93.06,15.27,14.93,84.73,85.07,20.36,20.36,23.01,22.79,61.34275582,61.21755346
356,45754,Genetic bank,10,F24-3523,ABC-22520-1,Arachis,pusilla,Arachis pusilla,93.15,,14.59,,85.41,,20.36,,22.57,,61.0923511,
357,45754,Genetic bank,10,F24-3524,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,92.62,92.67,8.43,8.455,91.57,91.545,32.64,32.64,19.98,19.865,63.69054073,64.70825457
358,45754,Genetic bank,10,F24-3524,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,92.72,,8.48,,91.52,,32.64,,19.75,,65.7259684,
359,45754,Genetic bank,10,F24-3525,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,94.54,94.58,8.87,8.87,91.13,91.13,27.26,27.26,24.21,23.955,59.82740125,58.57618253
360,45754,Genetic bank,10,F24-3525,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,94.62,,8.87,,91.13,,27.26,,23.7,,57.32496381,
361,45754,Genetic bank,10,F24-3526,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,91.62,91.685,12.15,12.14,87.85,87.86,30.03,30.03,25.54,24.885,51.91597651,51.33967367
362,45754,Genetic bank,10,F24-3526,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,91.75,,12.13,,87.87,,30.03,,24.23,,50.76337083,
363,45754,Genetic bank,10,F24-3527,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,92.03,92.065,7.92,7.925,92.08,92.075,27.06,27.06,34.6,34.545,66.36481933,64.50973724
364,45754,Genetic bank,10,F24-3527,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,92.1,,7.93,,92.07,,27.06,,34.49,,62.65465514,
365,45754,Genetic bank,10,F24-3528,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,92.84,92.86,13.19,12.965,86.81,87.035,23.04,23.04,24.71,24.965,56.14753621,56.45462089
366,45754,Genetic bank,10,F24-3528,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,92.88,,12.74,,87.26,,23.04,,25.22,,56.76170558,
367,45754,Genetic bank,10,F24-3529,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,93.68,93.7,14.99,14.995,85.01,85.005,22.09,22.09,14.89,14.565,55.18463877,55.6778598
368,45754,Genetic bank,10,F24-3529,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,93.72,,15,,85,,22.09,,14.24,,56.17108082,
369,45754,Genetic bank,10,F24-3530,ABC-23761-1,Uraria,picta,Uraria picta,94.98,95.005,13.67,13.685,86.33,86.315,18.09,18.09,26.43,26.645,62.76528351,61.9022359
370,45754,Genetic bank,10,F24-3530,ABC-23761-1,Uraria,picta,Uraria picta,95.03,,13.7,,86.3,,18.09,,26.86,,61.03918828,
371,45754,Genetic bank,10,F24-3531,ABC-24360-1,Vigna,umbellata,Vigna umbellata,92.74,92.73,17.33,17.215,82.67,82.785,23.17,23.17,28.08,28.73,53.68131694,53.68275229
372,45754,Genetic bank,10,F24-3531,ABC-24360-1,Vigna,umbellata,Vigna umbellata,92.72,,17.1,,82.9,,23.17,,29.38,,53.68418764,
373,45754,Genetic bank,10,F24-3532,ABC-24466-1,Vigna,umbellata,Vigna umbellata,92.81,92.855,19.75,19.77,80.25,80.23,22.39,22.39,20.17,19.995,37.33530066,37.53168225
374,45754,Genetic bank,10,F24-3532,ABC-24466-1,Vigna,umbellata,Vigna umbellata,92.9,,19.79,,80.21,,22.39,,19.82,,37.72806385,
375,45754,Genetic bank,10,F24-3533,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,91.51,91.535,8.03,8.03,91.97,91.97,26.83,26.83,26.42652342,26.6427393,77.06768565,79.3952483
376,45754,Genetic bank,10,F24-3533,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,91.56,,8.03,,91.97,,26.83,,26.85895517,,81.72281094,
377,45754,Genetic bank,10,F24-3534,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,90.87,90.925,7.56,7.505,92.44,92.495,30.19,30.19,28.08362098,28.73342378,77.86276485,75.75668294
378,45754,Genetic bank,10,F24-3534,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,90.98,,7.45,,92.55,,30.19,,29.38322659,,73.65060102,
379,45754,Genetic bank,10,F24-3535,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,92.3,92.335,8.61,8.66,91.39,91.34,28.4,28.4,20.16866025,19.99378193,76.26718922,77.88576233
380,45754,Genetic bank,10,F24-3535,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,92.37,,8.71,,91.29,,28.4,,19.81890361,,79.50433545,
