id_lab,id,tax_name,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,ch4_ml_g_NDF_digested_24h,methane_intensity,tddm
41,nan,Vicia tenuifolia,Herbaceous_legumes,53.59,96.89,7.34,15.2,13.54,15.62,204.74,7.01,51.37,62.74
40,nan,Vicia tenuifolia,Herbaceous_legumes,50.41,94.15,7.41,14.52,14.46,15.32,202.5,9.41,43.02,72.35
68,nan,Medicago doliata,Herbaceous_legumes,54.98,94.62,8.33,15.9,14.81,16.52,226.5,9.78,52.94,74.47
92,nan,vicia lutea subsp. Vestita,Herbaceous_legumes,51.59,90.62,7.72,15.2,14.8,16.62,196.21,9.36,43.61,75.82
69,nan,Medicago doliata var. muricata,Herbaceous_legumes,61.25,92.41,8.66,14.58,13.95,15.54,194.45,7.92,43.87,75.12
71,nan,Medicago intertexta ,Herbaceous_legumes,58.48,93.46,8.4,15.13,14.32,16.23,198.27,9.39,38.63,83.04
90,nan,vicia noeana,Herbaceous_legumes,64.2,104.73,9.83,17.72,15.4,16.89,221.57,7.9,51.31,73.37
90,nan,vicia hybrida,Herbaceous_legumes,64.2,104.73,9.83,17.72,15.4,16.89,221.57,7.9,51.31,73.37
89,nan,vicia hybrida,Herbaceous_legumes,56.2,97.29,8.88,17.34,15.82,17.81,207.97,7.72,48.79,75.99
88,nan,vicia sativa subsp. Sativa var. melanosperma,Herbaceous_legumes,56.48,90.57,8.29,15.09,14.79,16.79,209.76,5.53,47.52,73.24
88,nan,vicia sativa subsp. Sativa,Herbaceous_legumes,56.48,90.57,8.29,15.09,14.79,16.79,209.76,5.53,47.52,73.24
87,nan,vicia sativa subsp. Sativa,Herbaceous_legumes,48.7,89.29,7.71,15.5,15.48,17.18,193.49,7.26,45.75,73.58
86,nan,vicia ervillia,Herbaceous_legumes,74.03,113.23,10.08,18.22,13.61,16.1,243.63,7.86,51.05,76.88
85,nan,vicia ervillia,Herbaceous_legumes,72.2,110.4,10.13,17.97,14.06,16.24,240.33,12.4,47.99,81.67
84,nan,vicia narbonensis var. aegyptiaca,Herbaceous_legumes,58.76,95.01,8.19,15.55,14.04,16.46,219.1,6.33,46.28,77.17
83,nan,Vicia narbonensis var. narbonensis,Herbaceous_legumes,45.7,79.01,7.33,14.09,15.92,17.8,178.1,5.61,43.04,73.62
82,nan,Medicago polymorpha var. iraqi,Herbaceous_legumes,62.76,109.29,9.0,17.39,14.33,15.9,236.76,11.71,48.43,77.82
81,nan,Medicago praecox,Herbaceous_legumes,70.09,105.96,9.17,15.74,13.12,14.83,224.3,10.12,42.35,78.86
80,nan,Medicago radiata,Herbaceous_legumes,46.42,76.34,7.17,12.61,15.46,16.45,163.01,5.89,40.62,66.42
79,nan,Medicago turbinata var. aculeata,Herbaceous_legumes,64.81,100.84,8.91,16.17,13.7,16.03,211.92,8.85,47.41,71.53
78,nan,Medicago turbinata var. spinulosa,Herbaceous_legumes,63.59,102.46,9.15,16.47,14.27,15.85,220.15,10.87,45.32,77.84
77,nan,Medicago murex,Herbaceous_legumes,66.31,100.73,9.53,16.41,14.34,16.02,229.9,9.13,48.86,72.69
76,nan,Medicago rigidula var. agrestis,Herbaceous_legumes,58.53,94.46,8.57,15.32,14.66,16.13,203.72,9.87,43.91,75.09
75,nan,Medicago rigidula var. submitis,Herbaceous_legumes,60.37,97.34,9.07,16.12,14.98,16.49,208.41,7.99,53.69,64.17
74,nan,Medicago rigidula var. cinerascens,Herbaceous_legumes,49.76,83.57,7.27,13.52,14.76,16.14,192.15,6.83,44.54,70.61
73,nan,Medicago rotata var. rotata,Herbaceous_legumes,53.92,90.51,8.03,15.35,14.66,16.99,211.4,7.96,43.81,73.77
72,nan,Medicago rigidula var. rigidula,Herbaceous_legumes,45.7,81.57,6.96,13.78,14.97,16.79,171.92,6.74,38.57,68.45
70,nan,Medicago intertexta var. ciliaris,Herbaceous_legumes,57.48,95.18,7.51,14.49,13.41,15.15,226.63,9.87,44.25,79.5
142,nan,Trifolium glanduliferum,Herbaceous_legumes,56.27,98.03,7.9,15.72,14.04,16.05,209.67,5.51,52.44,65.34
143,nan,Trifolium lappaceum,Herbaceous_legumes,61.54,104.53,8.03,16.06,13.1,15.38,223.84,4.73,51.27,67.49
144,nan,Trifolium batmanicum,Herbaceous_legumes,65.49,106.76,9.16,17.23,13.99,16.14,226.91,6.39,47.77,77.47
370,nan,Lathyrus sativus,Herbaceous_legumes,94.16,89.64,14.95,14.15,15.94,15.81,193.85,7.78,37.25,82.24
369,nan,Lathyrus sativus,Herbaceous_legumes,113.43,105.64,16.34,14.84,14.41,14.04,230.48,7.52,41.41,78.45
368,nan,Lathyrus sativus,Herbaceous_legumes,103.93,97.31,15.5,14.29,14.94,14.69,213.51,8.06,39.29,80.47
367,nan,Lathyrus sativus,Herbaceous_legumes,90.66,76.2,14.24,11.75,15.74,15.19,161.72,5.9,31.42,79.7
366,nan,Lathyrus sativus,Herbaceous_legumes,97.22,87.88,15.07,13.44,15.55,15.32,189.38,7.18,37.73,76.96
364,nan,Lathyrus sativus,Herbaceous_legumes,99.82,92.64,15.68,14.35,15.78,15.53,198.19,7.42,39.47,77.97
363,nan,Lathyrus sativus,Herbaceous_legumes,107.04,99.53,16.29,14.96,15.24,15.03,216.04,8.12,44.95,76.13
362,nan,Lathyrus sativus,Herbaceous_legumes,96.92,86.38,15.74,13.78,16.27,15.86,184.6,7.05,37.44,78.52
361,nan,Lathyrus sativus,Herbaceous_legumes,105.21,94.42,16.36,14.35,15.59,15.22,201.63,7.07,41.92,73.66
360,nan,Lathyrus sativus,Herbaceous_legumes,101.93,93.53,15.93,14.37,15.64,15.37,201.72,7.97,37.7,82.21
359,nan,Lathyrus sativus,Herbaceous_legumes,103.38,94.26,16.73,15.0,16.2,15.92,206.67,7.28,43.47,75.69
358,nan,Lathyrus sativus,Herbaceous_legumes,91.49,80.76,16.21,14.23,17.77,17.66,172.23,7.21,40.73,74.83
357,nan,Lathyrus sativus,Herbaceous_legumes,97.68,89.35,16.31,14.79,16.71,16.58,192.34,7.59,40.88,78.02
356,nan,Lathyrus sativus,Herbaceous_legumes,97.32,89.37,16.47,14.93,16.92,16.71,192.55,7.85,40.58,79.35
355,nan,Lathyrus sativus,Herbaceous_legumes,102.04,93.09,17.07,15.18,16.73,16.32,201.94,7.68,42.85,77.13
354,nan,Lathyrus sativus,Herbaceous_legumes,101.21,92.76,16.08,14.34,15.91,15.47,199.29,7.63,40.27,76.8
353,nan,Lathyrus sativus,Herbaceous_legumes,91.69,77.98,15.95,13.23,17.42,16.96,168.68,6.87,37.27,76.74
199,nan,Lathyrus cirrhosus,Herbaceous_legumes,47.63,81.84,6.62,12.92,13.94,15.79,172.74,4.12,40.02,68.61
198,nan,Lathyrus tingitanus,Herbaceous_legumes,47.87,84.38,6.93,13.68,14.43,16.2,180.4,5.72,39.4,74.47
197,nan,Lathyrus pratensis,Herbaceous_legumes,47.7,82.6,6.93,14.17,14.47,17.17,175.1,6.73,42.97,73.43
196,nan,Lathyrus latifolius,Herbaceous_legumes,55.48,86.32,8.03,13.99,14.39,16.07,182.33,5.28,42.94,69.93
371,nan,Lathyrus sativus,Herbaceous_legumes,115.93,109.87,16.78,15.67,14.47,14.27,237.33,6.76,41.34,81.89
195,nan,vicia palaestina,Herbaceous_legumes,55.5,97.86,8.4,15.96,15.05,16.26,207.7,5.8,49.95,68.18
372,nan,Lathyrus sativus,Herbaceous_legumes,106.38,102.42,15.65,14.94,14.72,14.6,221.97,6.81,41.98,77.29
374,nan,Lathyrus sativus,Herbaceous_legumes,112.21,109.14,15.67,15.14,13.97,13.87,237.63,8.1,40.81,80.87
395,nan,Lathyrus sativus,Herbaceous_legumes,106.41,96.7,15.61,13.69,14.64,14.15,209.3,7.33,37.58,78.87
394,nan,Lathyrus sativus,Herbaceous_legumes,111.24,99.37,15.92,13.53,14.29,13.61,216.67,7.93,37.67,78.43
393,nan,Lathyrus sativus,Herbaceous_legumes,106.63,96.48,15.9,13.86,14.92,14.37,209.37,8.05,39.34,76.69
392,nan,Lathyrus sativus,Herbaceous_legumes,98.86,90.64,15.98,14.32,16.16,15.8,196.48,8.03,42.31,73.67
391,nan,Lathyrus sativus,Herbaceous_legumes,103.02,91.2,16.65,14.28,16.14,15.67,194.51,7.24,39.7,77.08
390,nan,Lathyrus sativus,Herbaceous_legumes,101.19,89.7,16.62,14.39,16.41,16.01,189.74,7.01,41.5,73.42
389,nan,Lathyrus sativus,Herbaceous_legumes,103.74,92.7,16.19,14.03,15.56,15.08,197.73,7.24,38.76,79.55
388,nan,Lathyrus sativus,Herbaceous_legumes,101.74,88.53,14.99,12.53,14.71,14.12,185.53,6.09,44.09,61.28
789,nan,Hordeum vulgare,Grass,77.46,68.06,11.93,10.4,15.36,15.11,142.86,3.06,47.08,46.65
386,nan,Lathyrus sativus,Herbaceous_legumes,105.24,93.53,17.22,14.85,16.34,15.87,201.71,7.21,42.69,75.34
385,nan,Lathyrus sativus,Herbaceous_legumes,99.47,88.59,16.31,14.14,16.37,15.94,190.48,6.77,40.96,74.56
384,nan,Lathyrus sativus,Herbaceous_legumes,102.52,91.92,16.7,14.56,16.29,15.86,200.33,6.7,43.02,74.11
383,nan,Lathyrus sativus,Herbaceous_legumes,108.69,93.88,17.81,14.79,16.36,15.72,201.86,7.43,43.79,73.1
382,nan,Lathyrus sativus,Herbaceous_legumes,104.82,96.03,15.38,13.74,14.74,14.3,209.68,7.12,38.29,78.81
381,nan,Lathyrus sativus,Herbaceous_legumes,96.04,91.03,13.82,12.91,14.38,14.15,203.69,5.79,37.58,77.12
380,nan,Lathyrus sativus,Herbaceous_legumes,113.66,109.59,16.14,15.39,14.18,14.02,237.64,6.89,43.13,77.52
379,nan,Lathyrus sativus,Herbaceous_legumes,104.32,98.26,15.16,14.07,14.5,14.29,213.69,7.29,39.41,77.94
378,nan,Lathyrus sativus,Herbaceous_legumes,111.93,107.53,15.52,14.74,13.86,13.67,231.89,6.65,42.09,75.57
377,nan,Lathyrus sativus,Herbaceous_legumes,107.6,104.31,15.09,14.52,14.01,13.9,226.03,7.75,38.48,81.85
376,nan,Lathyrus sativus,Herbaceous_legumes,109.43,103.59,15.81,14.73,14.44,14.21,227.24,7.56,39.54,81.78
375,nan,Lathyrus sativus,Herbaceous_legumes,107.91,97.71,15.61,13.68,14.47,13.98,208.76,6.58,36.23,80.72
373,nan,Lathyrus sativus,Herbaceous_legumes,108.93,98.14,15.65,14.93,14.38,16.41,215.25,7.21,40.3,81.25
194,nan,Lathyrus tuberosus,Herbaceous_legumes,54.42,89.88,7.88,14.74,14.36,16.36,191.04,5.99,42.59,73.75
193,nan,Lathyrus heterophyllus,Herbaceous_legumes,43.76,74.99,6.23,12.1,14.21,16.13,160.33,5.35,34.61,74.88
192,nan,Lathyrus clymenum,Herbaceous_legumes,51.88,86.61,7.28,13.32,13.94,15.37,184.4,5.72,36.62,77.53
165,nan,Trifolium dubium,Herbaceous_legumes,59.74,102.5,8.64,17.02,14.61,16.67,217.16,7.13,48.89,74.25
164,nan,Trifolium chilense,Herbaceous_legumes,44.08,84.56,5.71,13.66,11.43,16.55,193.57,5.98,56.59,55.6
163,nan,Trifolium cherleri,Herbaceous_legumes,50.24,90.33,6.73,14.55,13.37,16.09,191.26,5.54,56.48,54.54
162,nan,Trifolium carolinianum,Herbaceous_legumes,59.52,99.28,8.09,15.27,13.5,15.33,208.8,5.88,46.62,71.14
161,nan,Trifolium campestre,Herbaceous_legumes,50.24,92.61,7.27,15.2,14.46,16.42,198.75,7.34,46.92,70.28
160,nan,Trifolium arvense var. gracile,Herbaceous_legumes,68.86,110.06,9.67,18.2,14.0,16.53,233.65,9.09,49.62,78.45
159,nan,Trifolium arvense,Herbaceous_legumes,48.74,87.94,6.26,13.39,12.81,15.21,186.39,6.82,48.49,60.67
158,nan,Trifolium alexandrinum,Herbaceous_legumes,49.52,95.33,6.57,14.73,13.23,15.43,206.01,6.73,59.58,57.57
157,nan,Vicia articulata,Herbaceous_legumes,52.86,92.56,7.18,14.16,13.51,15.27,209.45,7.03,42.34,75.96
156,nan,Trifolium squarrosum,Herbaceous_legumes,35.91,76.72,5.05,12.11,14.03,15.78,166.34,5.12,37.77,70.9
155,nan,Medicago tornata var. lenticularis,Herbaceous_legumes,59.58,95.94,9.05,16.42,15.13,17.11,205.7,7.36,54.13,68.35
154,nan,Medicago tornata var. Lanticularis f. aculeata,Herbaceous_legumes,58.41,91.22,8.6,15.19,14.6,16.62,194.58,6.0,55.22,59.12
153,nan,Lathyrus gloeospermus,Herbaceous_legumes,44.79,85.18,6.64,14.07,14.78,16.48,182.36,6.35,46.96,64.82
152,nan,Melilotis sulcatus,Herbaceous_legumes,57.21,96.35,7.98,15.58,13.9,16.16,207.39,7.18,50.1,67.18
151,nan,Hedysarum spinosissimum,Herbaceous_legumes,50.54,89.31,6.89,13.88,13.62,15.56,193.18,7.58,60.37,55.98
150,nan,Hedysarum spinosissimum,Herbaceous_legumes,56.21,95.06,7.75,14.85,13.78,15.62,203.62,6.32,49.74,65.1
149,nan,Hedysarum spinosissimum,Herbaceous_legumes,67.29,108.81,9.12,17.34,13.54,15.94,231.21,8.56,53.04,69.59
148,nan,Hedysarum carnosum,Herbaceous_legumes,41.62,73.85,5.77,11.49,13.84,15.55,159.99,4.75,40.2,62.49
147,nan,Trifolium meironense,Herbaceous_legumes,40.29,82.56,5.73,13.53,14.19,16.39,177.8,4.75,47.05,59.59
146,nan,Trifolium isthmocarpum,Herbaceous_legumes,52.17,81.47,7.46,13.42,14.34,16.51,177.93,3.56,51.95,57.88
145,nan,Trifolium tomentosum var. glabrescens,Herbaceous_legumes,50.6,89.76,7.26,14.53,14.33,16.19,192.09,5.31,50.01,62.55
166,nan,Trifolium scabrum,Herbaceous_legumes,56.41,97.28,7.42,15.05,13.13,15.47,206.73,5.92,48.28,67.53
167,nan,Trifolium echinatum var. carmeli,Herbaceous_legumes,41.24,75.06,5.36,11.56,12.93,15.55,162.63,4.81,39.71,70.08
168,nan,Trifolium gemellum,Herbaceous_legumes,52.63,96.33,7.12,14.96,13.51,15.49,204.07,7.42,53.24,63.18
169,nan,Trifolium micranthum,Herbaceous_legumes,55.52,95.22,7.88,15.51,14.16,16.29,202.86,10.15,41.68,79.34
191,nan,Lathyrus odoratus,Herbaceous_legumes,47.42,86.38,7.07,14.77,14.7,17.07,185.78,5.7,42.34,75.07
190,nan,Medicago polymorpha var. vulgaris ,Herbaceous_legumes,53.92,82.54,7.66,13.13,14.1,15.87,175.43,4.1,46.21,62.68
189,nan,Trifolium spadiceum ,Herbaceous_legumes,48.79,92.05,6.87,14.65,13.88,15.86,195.53,6.11,38.0,82.91
188,nan,Trifolium montanum,Herbaceous_legumes,46.2,85.77,6.49,13.15,13.96,15.32,179.44,5.29,40.74,68.34
187,nan,Avena sterilis,Grass,57.76,103.1,7.66,15.01,13.06,14.49,225.99,5.37,46.12,68.82
186,nan,Lathyrus chloranthus,Herbaceous_legumes,51.35,87.86,7.48,14.7,14.39,16.71,184.35,5.6,41.77,74.03
185,nan,Trifolium diffusum,Herbaceous_legumes,53.7,95.82,8.11,16.05,15.02,16.76,201.35,6.73,41.62,81.32
184,nan,Trifolium affine,Herbaceous_legumes,33.26,63.99,5.05,10.86,14.92,16.9,138.25,4.3,41.54,57.05
183,nan,Trifolium caudatum,Herbaceous_legumes,59.87,97.71,8.34,15.95,13.76,16.32,209.4,5.84,47.07,73.23
182,nan,Trifolium speciosum,Herbaceous_legumes,42.58,76.22,5.72,12.05,13.4,15.82,162.98,3.74,53.18,50.08
397,nan,Lathyrus sativus,Herbaceous_legumes,99.58,87.76,15.8,13.48,15.87,15.33,187.31,6.38,37.48,76.94
181,nan,Trifolium haussknechtii,Herbaceous_legumes,43.08,83.44,5.58,13.07,12.89,15.63,181.56,4.72,56.16,52.35
179,nan,Trifolium tomentosum var. cthonocephalum,Herbaceous_legumes,42.36,82.39,5.79,12.64,13.57,15.33,177.0,4.64,40.48,66.32
178,nan,Lathyrus hirsutus,Herbaceous_legumes,49.86,88.11,6.85,14.13,13.67,16.02,187.16,6.78,44.95,67.11
177,nan,Trifolium striatum,Herbaceous_legumes,44.41,88.11,6.23,14.38,14.08,16.35,188.0,7.7,40.13,76.83
176,nan,Vicia michauxii,Herbaceous_legumes,61.47,100.22,8.38,16.47,13.64,16.44,213.08,7.03,53.79,66.92
175,nan,Pisum sativum subsp. asiaticum,Herbaceous_legumes,49.69,91.0,6.83,14.12,13.73,15.52,196.36,5.85,42.56,71.66
174,nan,Trifolium vesiculosum,Herbaceous_legumes,57.69,96.39,7.71,15.26,13.33,15.82,206.07,8.83,41.27,79.84
173,nan,Trifolium squamosum,Herbaceous_legumes,40.75,83.4,5.32,12.54,13.09,15.06,178.01,6.5,39.27,68.31
172,nan,Trifolium resupinatum,Herbaceous_legumes,61.97,100.28,7.81,14.96,12.73,15.01,224.96,7.5,45.0,76.43
171,nan,Trifolium palaestinum,Herbaceous_legumes,38.3,74.0,5.06,11.27,13.17,15.2,158.83,3.72,50.62,50.67
170,nan,Trifolium obscurum,Herbaceous_legumes,50.8,92.94,6.37,13.86,12.54,14.92,198.39,6.13,48.42,62.3
180,nan,Trifolium pauciflorum,Herbaceous_legumes,44.63,83.06,5.93,13.19,13.26,15.87,177.53,5.2,45.71,62.09
790,nan,Hordeum vulgare,Grass,85.07,78.95,12.4,11.4,14.52,14.42,167.14,3.3,48.09,50.83
